FULL_ADDRESS,RENT_PER_MONTH,BEDS,BATHS,SQUARE_FEET,RENT_PRICE_PER_SQFT,STREET,CITY,ZIP_CODE,LATITUDE,LONGITUDE,RENT_TOTAL_COST_AFTER_30_YEARS
"248 W Huntington Ave, Tracy, CA 95391","$1,495.00",0,1,420,$3.56,W Huntington Ave,Tracy,95391,37.7662421,-121.5543159,"$969,806.60"
"287 W Bonner Dr, Tracy, CA 95391","$3,300.00",3,3,"2,200",$1.50,W Bonner Dr,Tracy,95391,37.7639404,-121.5513347,"$2,140,710.22"
"1133 David Senft Ln, Tracy, CA 95304","$3,800.00",4,4,"3,513",$1.08,David Senft Ln,Tracy,95304,37.7152823,-121.4081343,"$2,465,060.25"
"2585 Luna Ave, Tracy, CA 95377","$3,395.00",4,3,"2,563",$1.32,Luna Ave,Tracy,95377,37.6792944,-121.4638698,"$2,202,336.72"
"449 E Ricotta Ct, Tracy, CA 95391","$3,050.00",3,3,"1,500",$2.03,E Ricotta Ct,Tracy,95391,37.7613189,-121.5366658,"$1,978,535.20"
"40 E Tuso Ranch Rd, Tracy, CA 95391","$2,995.00",3,2,"1,893",$1.58,E Tuso Ranch Rd,Tracy,95391,37.7474195,-121.5486897,"$1,942,856.70"
"132 S Estados St, Tracy, CA 95391","$4,000.00",4,4,"3,818",$1.05,S Estados St,Tracy,95391,37.7764436,-121.5557765,"$2,594,800.26"
"254 E Lawson Ave, Tracy, CA 95391","$2,900.00",3,3,"1,604",$1.81,E Lawson Ave,Tracy,95391,37.7454537,-121.544012,"$1,881,230.19"
"1713 Askren Ct Unit 1713, Tracy, CA 95376","$2,200.00",3,2,"1,300",$1.69,Askren Ct Unit 1713,Tracy,95376,37.7538098,-121.4479985,"$1,427,140.15"
"3194 Ellis Town Dr, Tracy, CA 95377","$3,500.00",4,4,"2,246",$1.56,Ellis Town Dr,Tracy,95377,37.7018772,-121.4735543,"$2,270,450.23"
"1227 Tony Stuitt Ct, Tracy, CA 95377","$2,150.00",3,3,"1,834",$1.17,Tony Stuitt Ct,Tracy,95377,37.7417272,-121.4559065,"$1,394,705.14"
"477 W Saint Francis Ave, Tracy, CA 95391","$3,050.00",4,3,"2,645",$1.15,W Saint Francis Ave,Tracy,95391,37.783478,-121.5510716,"$1,978,535.20"
"439 Bethell Ave, Tracy, CA 95391","$3,250.00",4,3,"2,100",$1.55,Bethell Ave,Tracy,95391,37.7754378,-121.5374909,"$2,108,275.22"
"1266 Eagle St Unit NA, Tracy, CA 95376","$3,499.00",4,3,"3,000",$1.17,Eagle St Unit NA,Tracy,95376,37.7173364,-121.4405706,"$2,269,801.53"
"49 W Piazza St, Tracy, CA 95391","$3,150.00",3,3,"1,881",$1.67,W Piazza St,Tracy,95391,37.7879605,-121.5402407,"$2,043,405.21"
"5256 Ironwood Ave, Tracy, CA 95377","$3,400.00",4,4,"2,502",$1.36,Ironwood Ave,Tracy,95377,37.692481,-121.482448,"$2,205,580.23"
"1873 Italia Way, Tracy, CA 95377","$3,000.00",3,3,"1,723",$1.74,Italia Way,Tracy,95377,37.6770156,-121.45168,"$1,946,100.20"
"502 Cardoza Rd Unit 5064, Tracy, CA 95376","$2,125.00",2,2,"1,105",$1.92,Cardoza Rd Unit 5064,Tracy,95376,37.7554375,-121.4332079,"$1,378,487.64"
"334 Mabel Josephine Dr, Tracy, CA 95377","$3,800.00",5,4,"2,800",$1.36,Mabel Josephine Dr,Tracy,95377,37.7257599,-121.4621636,"$2,465,060.25"
"1015 W 9th St Unit 6, Tracy, CA 95376","$2,350.00",2,2,"1,200",$1.96,W 9th St Unit 6,Tracy,95376,37.738906,-121.4393025,"$1,524,445.16"
"1544 Lincoln Blvd Unit B, Tracy, CA 95376","$1,875.00",2,1,940,$1.99,Lincoln Blvd Unit B,Tracy,95376,37.7459884,-121.4428986,"$1,216,312.62"
"1421 Renown Dr, Tracy, CA 95376","$2,900.00",3,3,"1,900",$1.53,Renown Dr,Tracy,95376,37.7287387,-121.4420245,"$1,881,230.19"
"99 W Brilloso Ln, Tracy, CA 95391","$3,145.00",4,2,"2,134",$1.47,W Brilloso Ln,Tracy,95391,37.7722607,-121.5472361,"$2,040,161.71"
"1841 Sevilla Dr, Roseville, CA 95747","$2,995.00",4,3,"2,268",$1.32,Sevilla Dr,Roseville,95747,38.8074427,-121.3474119,"$1,942,856.70"
"602 Fischer Ct, Roseville, CA 95678","$2,500.00",3,2,"1,900",$1.32,Fischer Ct,Roseville,95678,38.7372963,-121.2850921,"$1,621,750.17"
"3208 Ardley Dr, Roseville, CA 95747","$2,650.00",3,2,"1,453",$1.82,Ardley Dr,Roseville,95747,38.775717,-121.3687034,"$1,719,055.18"
"609 Hovey Way, Roseville, CA 95678","$2,750.00",3,3,"1,758",$1.56,Hovey Way,Roseville,95678,38.7559532,-121.3052377,"$1,783,925.18"
"208 Needle Ct, Roseville, CA 95678","$2,950.00",5,3,"2,573",$1.15,Needle Ct,Roseville,95678,38.7728161,-121.3045085,"$1,913,665.20"
"2305 Longmire Loop, Roseville, CA 95747","$2,950.00",3,3,"1,834",$1.61,Longmire Loop,Roseville,95747,38.7582171,-121.3695663,"$1,913,665.20"
"1794 Stebbing Dr, Roseville, CA 95747","$2,845.00",4,3,"1,973",$1.44,Stebbing Dr,Roseville,95747,38.7523623,-121.3437538,"$1,845,551.69"
"2148 Pleasant Grove Blvd, Roseville, CA 95747","$2,649.00",3,3,"1,890",$1.40,Pleasant Grove Blvd,Roseville,95747,38.770399,-121.3670978,"$1,718,406.48"
"2136 Provincetown Way, Roseville, CA 95747","$2,900.00",3,2,"1,365",$2.12,Provincetown Way,Roseville,95747,38.8029538,-121.3560511,"$1,881,230.19"
"3300 Chapelle Dr, Roseville, CA 95661","$3,495.00",4,3,"2,454",$1.42,Chapelle Dr,Roseville,95661,38.7480088,-121.2308742,"$2,267,206.73"
"1033 Knox Way, Roseville, CA 95747","$2,795.00",3,3,"1,691",$1.65,Knox Way,Roseville,95747,38.7740238,-121.3137671,"$1,813,116.69"
"504 Bridle Ct, Roseville, CA 95661","$5,450.00",3,2,"1,980",$2.75,Bridle Ct,Roseville,95661,38.7374209,-121.2522074,"$3,535,415.36"
"2294 Americana Dr, Roseville, CA 95747","$2,695.00",3,2,"1,503",$1.79,Americana Dr,Roseville,95747,38.7585616,-121.3130709,"$1,748,246.68"
"2032 Starboard Way, Roseville, CA 95678","$2,980.00",4,3,"1,977",$1.51,Starboard Way,Roseville,95678,38.7262967,-121.3030792,"$1,933,126.20"
"1407 Dorchester Dr, Roseville, CA 95678","$2,595.00",3,2,"1,699",$1.53,Dorchester Dr,Roseville,95678,38.761555,-121.3055933,"$1,683,376.67"
"1006 Coloma Way, Roseville, CA 95661","$2,500.00",3,2,"1,080",$2.31,Coloma Way,Roseville,95661,38.7342601,-121.2785456,"$1,621,750.17"
"135 Carmel Ave, Roseville, CA 95678","$1,900.00",1,1,737,$2.58,Carmel Ave,Roseville,95678,38.7579925,-121.2856276,"$1,232,530.13"
"103 Donner Ave, Roseville, CA 95678","$2,200.00",2,1,"1,107",$1.99,Donner Ave,Roseville,95678,38.7487121,-121.2790261,"$1,427,140.15"
"203 Tahoe Ave, Roseville, CA 95678","$2,450.00",2,2,"1,112",$2.20,Tahoe Ave,Roseville,95678,38.7534655,-121.2819614,"$1,589,315.16"
"120 Coronado Ave, Roseville, CA 95678","$1,500.00",1,1,800,$1.88,Coronado Ave,Roseville,95678,38.7535977,-121.2828736,"$973,050.10"
"521 Pleasant St, Roseville, CA 95678","$1,695.00",1,1,400,$4.24,Pleasant St,Roseville,95678,38.7536906,-121.2931068,"$1,099,546.61"
"425 Red Spur Ct, Roseville, CA 95747","$3,400.00",4,3,"1,678",$2.03,Red Spur Ct,Roseville,95747,38.814002,-121.390442,"$2,205,580.23"
"604 Carpenter Way, Roseville, CA 95678","$2,445.00",3,2,"1,333",$1.83,Carpenter Way,Roseville,95678,38.7588068,-121.3016111,"$1,586,071.66"
"905 Main St, Roseville, CA 95678","$2,400.00",3,2,"1,507",$1.59,Main St,Roseville,95678,38.7516608,-121.2986658,"$1,556,880.16"
"2088 Brave Hawk Loop, Roseville, CA 95747","$3,400.00",4,3,"2,185",$1.56,Brave Hawk Loop,Roseville,95747,38.7912636,-121.3269117,"$2,205,580.23"
"8622 Eagle Creek Ct, Roseville, CA 95747","$4,500.00",4,3,"2,780",$1.62,Eagle Creek Ct,Roseville,95747,38.7431718,-121.3618043,"$2,919,150.30"
"1807 Woodacre Way, Roseville, CA 95661","$2,700.00",3,2,"1,080",$2.50,Woodacre Way,Roseville,95661,38.7257878,-121.2552415,"$1,751,490.18"
"317 Aspen Ct, Roseville, CA 95678","$3,200.00",3,2,"1,744",$1.83,Aspen Ct,Roseville,95678,38.7725309,-121.3041855,"$2,075,840.21"
"717 Savonna Ct, Roseville, CA 95747","$4,500.00",6,4,"5,313",$0.85,Savonna Ct,Roseville,95747,38.7975656,-121.3447422,"$2,919,150.30"
"1940 Terracina Cir, Roseville, CA 95747","$3,095.00",4,3,"2,268",$1.36,Terracina Cir,Roseville,95747,38.8068115,-121.3477332,"$2,007,726.71"
"233 Blade Ct, Roseville, CA 95747","$3,150.00",4,3,"2,365",$1.33,Blade Ct,Roseville,95747,38.787596,-121.328234,"$2,043,405.21"
"3041 Jimmy Way, Roseville, CA 95747","$4,000.00",5,3,"2,736",$1.46,Jimmy Way,Roseville,95747,38.7340296,-121.3387014,"$2,594,800.26"
"1601 Grouse Run Cir, Roseville, CA 95747","$3,100.00",4,3,"2,203",$1.41,Grouse Run Cir,Roseville,95747,38.7590306,-121.3455662,"$2,010,970.21"
"216 Amatrene Ct, Roseville, CA 95747","$2,800.00",3,3,"1,832",$1.53,Amatrene Ct,Roseville,95747,38.7580481,-121.3522243,"$1,816,360.19"
"4081 Ravenrock Way, Roseville, CA 95747","$2,950.00",3,3,"1,816",$1.62,Ravenrock Way,Roseville,95747,38.799528,-121.382121,"$1,913,665.20"
"2740 Central Ave, Roseville, CA 95747","$2,450.00",3,2,"1,428",$1.72,Central Ave,Roseville,95747,38.7493525,-121.3320913,"$1,589,315.16"
"1928 Shropshire St, Roseville, CA 95747","$3,100.00",3,2,"2,420",$1.28,Shropshire St,Roseville,95747,38.7568578,-121.3502541,"$2,010,970.21"
"6041 Grazing Ranch Rd, Roseville, CA 95747","$3,195.00",4,3,"1,678",$1.90,Grazing Ranch Rd,Roseville,95747,38.813503,-121.387754,"$2,072,596.71"
"309 Bantry Bay Ct, Roseville, CA 95747","$4,250.00",6,4,"3,822",$1.11,Bantry Bay Ct,Roseville,95747,38.8038421,-121.3391967,"$2,756,975.28"
"6403 Mendez Creek Ct, Rocklin, CA 95765","$2,895.00",5,2,"2,078",$1.39,Mendez Creek Ct,Rocklin,95765,38.7961835,-121.2782912,"$1,877,986.69"
"19 Striped Moss Ct, Roseville, CA 95678","$2,895.00",4,2,"1,937",$1.49,Striped Moss Ct,Roseville,95678,38.7812235,-121.3003235,"$1,877,986.69"
"1100 Roseville Pkwy, Roseville, CA 95678","$2,762.00",3,2,"1,256",$2.20,Roseville Pkwy,Roseville,95678,38.7724861,-121.2764656,"$1,791,709.58"
"3058 Littleton Ln, Roseville, CA 95747","$3,000.00",4,2,"1,952",$1.54,Littleton Ln,Roseville,95747,38.7739052,-121.374928,"$1,946,100.20"
"524 Open Plains Ct, Roseville, CA 95747","$3,200.00",4,2,"1,900",$1.68,Open Plains Ct,Roseville,95747,38.814809,-121.392606,"$2,075,840.21"
"800 Macon Pl, Roseville, CA 95747","$2,950.00",3,3,"1,844",$1.60,Macon Pl,Roseville,95747,38.7971707,-121.331546,"$1,913,665.20"
"3553 Trentino St, Roseville, CA 95747","$3,200.00",5,3,"2,150",$1.49,Trentino St,Roseville,95747,38.7418932,-121.311524,"$2,075,840.21"
"1764 Camino Real Way, Roseville, CA 95747","$2,999.00",4,3,"2,308",$1.30,Camino Real Way,Roseville,95747,38.7658274,-121.3516722,"$1,945,451.50"
"216 Crystal Pond Ct, Roseville, CA 95661","$3,950.00",4,3,"2,443",$1.62,Crystal Pond Ct,Roseville,95661,38.7213245,-121.2426703,"$2,562,365.26"
"3089 Octave Ave, Roseville, CA 95747","$3,100.00",4,3,"2,606",$1.19,Octave Ave,Roseville,95747,38.7784478,-121.3885118,"$2,010,970.21"
"2073 Mannington Pl, Roseville, CA 95747","$2,195.00",3,3,"1,963",$1.12,Mannington Pl,Roseville,95747,38.773642,-121.3659566,"$1,423,896.65"
"2226 Village Green Dr, Roseville, CA 95747","$2,895.00",4,3,"2,041",$1.42,Village Green Dr,Roseville,95747,38.7742632,-121.3666739,"$1,877,986.69"
"5337 Molino Cir, Roseville, CA 95747","$2,890.00",3,2,"1,379",$2.10,Molino Cir,Roseville,95747,38.795713,-121.373136,"$1,874,743.19"
"4121 Vittorio Dr, Roseville, CA 95661","$3,195.00",4,3,"2,654",$1.20,Vittorio Dr,Roseville,95661,38.7584755,-121.2484871,"$2,072,596.71"
"2145 Malibu Pl, Roseville, CA 95678","$2,950.00",4,3,"2,211",$1.33,Malibu Pl,Roseville,95678,38.7541412,-121.309325,"$1,913,665.20"
"2033 Beartooth Way, Roseville, CA 95747","$3,200.00",4,3,"2,100",$1.52,Beartooth Way,Roseville,95747,38.755466,-121.394397,"$2,075,840.21"
"6000 Bardolino Pl, Roseville, CA 95747","$2,695.00",3,3,"1,500",$1.80,Bardolino Pl,Roseville,95747,38.7971793,-121.332863,"$1,748,246.68"
"4017 Fairgrove Ln, Roseville, CA 95747","$2,895.00",4,3,"1,990",$1.45,Fairgrove Ln,Roseville,95747,38.7739503,-121.3689267,"$1,877,986.69"
"3128 Concord View Way, Roseville, CA 95747","$2,100.00",1,1,750,$2.80,Concord View Way,Roseville,95747,38.7605201,-121.361265,"$1,362,270.14"
"6072 Meru Way, Roseville, CA 95747","$3,490.00",4,4,"2,693",$1.30,Meru Way,Roseville,95747,38.75721,-121.394032,"$2,263,963.23"
"1025 Mambo Way, Roseville, CA 95747","$3,150.00",4,3,"2,362",$1.33,Mambo Way,Roseville,95747,38.75827,-121.380562,"$2,043,405.21"
"8305 Evans Tree Dr, Roseville, CA 95747","$3,000.00",3,4,"2,993",$1.00,Evans Tree Dr,Roseville,95747,38.74613,-121.365422,"$1,946,100.20"
"4040 Trailblazer Loop, Roseville, CA 95747","$7,750.00",4,3,"1,969",$3.94,Trailblazer Loop,Roseville,95747,38.7969764,-121.3893826,"$5,027,425.51"
"4604 Sea Cliff Rd, Roseville, CA 95747","$2,895.00",3,3,"1,964",$1.47,Sea Cliff Rd,Roseville,95747,38.7614907,-121.3701593,"$1,877,986.69"
"1112 Blue Range Way, Roseville, CA 95747","$3,895.00",4,4,"3,561",$1.09,Blue Range Way,Roseville,95747,38.75849,-121.395806,"$2,526,686.76"
"4144 Sprout St, Roseville, CA 95747","$3,050.00",4,3,"2,190",$1.39,Sprout St,Roseville,95747,38.787545,-121.322251,"$1,978,535.20"
"1417 Vernon St, Roseville, CA 95678","$2,200.00",3,1,978,$2.25,Vernon St,Roseville,95678,38.7391345,-121.2965772,"$1,427,140.15"
"3236 Corniche Ln, Roseville, CA 95661","$3,200.00",4,3,"2,164",$1.48,Corniche Ln,Roseville,95661,38.7515408,-121.2331025,"$2,075,840.21"
"512 Adora Cir, Roseville, CA 95678","$2,913.00",2,3,"1,225",$2.38,Adora Cir,Roseville,95678,38.7580211,-121.298934,"$1,889,663.29"
"7472 Moon Dream Way, Roseville, CA 95747","$3,500.00",5,3,"2,465",$1.42,Moon Dream Way,Roseville,95747,38.77453,-121.397996,"$2,270,450.23"
"7480 Moon Dream Way, Roseville, CA 95747","$3,450.00",4,3,"2,465",$1.40,Moon Dream Way,Roseville,95747,38.774531,-121.397838,"$2,238,015.23"
"619 Bridgeford Dr Unit NA, Roseville, CA 95678","$3,350.00",4,3,"2,246",$1.49,Bridgeford Dr Unit NA,Roseville,95678,38.7900213,-121.3001369,"$2,173,145.22"
"2081 Shady Tree Cir, Roseville, CA 95747","$2,695.00",3,3,"1,567",$1.72,Shady Tree Cir,Roseville,95747,38.801841,-121.385693,"$1,748,246.68"
"6041 Woodlands Loop, Roseville, CA 95747","$3,200.00",4,3,"2,020",$1.58,Woodlands Loop,Roseville,95747,38.800477,-121.38301,"$2,075,840.21"
"5917 Gold Nugget Way, Roseville, CA 95747","$2,600.00",2,2,"1,323",$1.97,Gold Nugget Way,Roseville,95747,38.7756102,-121.3539434,"$1,686,620.17"
"8357 Cortina Cir, Roseville, CA 95678","$2,095.00",3,3,"1,337",$1.57,Cortina Cir,Roseville,95678,38.7936354,-121.2891097,"$1,359,026.64"
"6105 Grazing Ranch Rd, Roseville, CA 95747","$3,150.00",5,3,"1,873",$1.68,Grazing Ranch Rd,Roseville,95747,38.813932,-121.389371,"$2,043,405.21"
"6073 Grazing Ranch Rd, Roseville, CA 95747","$3,025.00",4,3,"1,678",$1.80,Grazing Ranch Rd,Roseville,95747,38.813627,-121.38862,"$1,962,317.70"
"4009 Impala Cir, Roseville, CA 95678","$2,595.00",3,2,"1,545",$1.68,Impala Cir,Roseville,95678,38.7539174,-121.3086704,"$1,683,376.67"
"300 Cirby Hills Dr Unit 253, Roseville, CA 95678","$2,120.00",2,2,981,$2.16,Cirby Hills Dr Unit 253,Roseville,95678,38.7320404,-121.2839149,"$1,375,244.14"
"129 Vernon St Unit 406, Roseville, CA 95678","$5,400.00",2,3,"1,520",$3.55,Vernon St Unit 406,Roseville,95678,38.749876,-121.282413,"$3,502,980.36"
"105 D St Unit 1/2, Roseville, CA 95678","$1,800.00",1,1,600,$3.00,D St Unit 1/2,Roseville,95678,38.7637052,-121.2912463,"$1,167,660.12"
"217 Kempsford Ct, Roseville, CA 95747","$3,999.00",4,2,"2,012",$1.99,Kempsford Ct,Roseville,95747,38.7586566,-121.3412703,"$2,594,151.56"
"129 Vernon St Unit 204, Roseville, CA 95678","$3,495.00",2,2,"1,160",$3.01,Vernon St Unit 204,Roseville,95678,38.749876,-121.282413,"$2,267,206.73"
"129 Vernon St Unit 202, Roseville, CA 95678","$2,060.00",0,1,420,$4.90,Vernon St Unit 202,Roseville,95678,38.749876,-121.282413,"$1,336,322.14"
"129 Vernon St Unit 205, Roseville, CA 95678","$2,865.00",1,1,760,$3.77,Vernon St Unit 205,Roseville,95678,38.749876,-121.282413,"$1,858,525.69"
"8865 Water Song Cir, Roseville, CA 95747","$3,100.00",4,2,"2,025",$1.53,Water Song Cir,Roseville,95747,38.7878237,-121.3296549,"$2,010,970.21"
"129 Vernon St Unit 401, Roseville, CA 95678","$4,550.00",2,3,"1,341",$3.39,Vernon St Unit 401,Roseville,95678,38.749876,-121.282413,"$2,951,585.30"
"129 Vernon St Unit 201, Roseville, CA 95678","$3,325.00",2,2,900,$3.69,Vernon St Unit 201,Roseville,95678,38.749876,-121.282413,"$2,156,927.72"
"7588 Paiute Point Rd, Roseville, CA 95747","$2,695.00",2,2,"1,476",$1.83,Paiute Point Rd,Roseville,95747,38.7897222,-121.3469355,"$1,748,246.68"
"407 Washington Blvd, Roseville, CA 95678","$1,375.00",1,1,501,$2.74,Washington Blvd,Roseville,95678,38.7531894,-121.2880969,"$891,962.59"
"321 Whisperlodge Ct, Roseville, CA 95747","$2,695.00",2,2,"1,343",$2.01,Whisperlodge Ct,Roseville,95747,38.7766437,-121.3534277,"$1,748,246.68"
"409 Knowlton Ct, Roseville, CA 95747","$6,500.00",5,3,"2,415",$2.69,Knowlton Ct,Roseville,95747,38.7521977,-121.3352954,"$4,216,550.43"
"1401 Orwell Dr, Roseville, CA 95747","$3,150.00",4,3,"2,400",$1.31,Orwell Dr,Roseville,95747,38.7634019,-121.3208545,"$2,043,405.21"
"1000 Cirby Oaks Way Unit 14, Roseville, CA 95678","$2,050.00",1,1,700,$2.93,Cirby Oaks Way Unit 14,Roseville,95678,38.7284242,-121.2958271,"$1,329,835.14"
"1330 Puebla Way, Roseville, CA 95747","$2,650.00",3,2,"1,141",$2.32,Puebla Way,Roseville,95747,38.7488651,-121.3114125,"$1,719,055.18"
"1019 Cirby Oaks Way, Roseville, CA 95678","$2,400.00",2,2,"1,066",$2.25,Cirby Oaks Way,Roseville,95678,38.7283159,-121.295322,"$1,556,880.16"
"307 Livoti Ave, Roseville, CA 95661","$2,400.00",3,2,"1,056",$2.27,Livoti Ave,Roseville,95661,38.7240617,-121.2870226,"$1,556,880.16"
"3110 Poseidon Ln, Roseville, CA 95661","$2,195.00",2,2,"1,023",$2.15,Poseidon Ln,Roseville,95661,38.7511787,-121.2285865,"$1,423,896.65"
"1409 New England Dr, Roseville, CA 95661","$3,050.00",4,3,"1,862",$1.64,New England Dr,Roseville,95661,38.721244,-121.2673822,"$1,978,535.20"
"1500 Sheridan Ave, Roseville, CA 95661","$2,600.00",3,2,"1,536",$1.69,Sheridan Ave,Roseville,95661,38.7224247,-121.2545044,"$1,686,620.17"
"714A Pleasant St, Roseville, CA 95678","$1,500.00",1,1,650,$2.31,Pleasant St,Roseville,95678,38.7542354,-121.2961237,"$973,050.10"
"200 Irene Ave Unit 1, Roseville, CA 95678","$1,795.00",2,1,"1,440",$1.25,Irene Ave Unit 1,Roseville,95678,38.7419337,-121.2868883,"$1,164,416.62"
"1231 S 59th St, Richmond, CA 94804","$5,500.00",5,2,"2,310",$2.38,S 59th St,Richmond,94804,37.9151566,-122.3137824,"$3,567,850.36"
"4010 Hillcrest Rd, El Sobrante, CA 94803","$3,500.00",3,2,"1,100",$3.18,Hillcrest Rd,El Sobrante,94803,37.9618064,-122.3155001,"$2,270,450.23"
"1246 Gerald Ave, San Pablo, CA 94806","$3,100.00",3,2,"1,359",$2.28,Gerald Ave,San Pablo,94806,37.9516998,-122.3245281,"$2,010,970.21"
"3430 Morningside Dr, El Sobrante, CA 94803","$4,500.00",4,3,"2,102",$2.14,Morningside Dr,El Sobrante,94803,37.9706113,-122.2835169,"$2,919,150.30"
"3301 Barrett Ave, Richmond, CA 94805","$3,750.00",3,2,"1,119",$3.35,Barrett Ave,Richmond,94805,37.9372222,-122.3370527,"$2,432,625.25"
"6090 N Arlington Blvd, San Pablo, CA 94806","$3,700.00",3,3,"1,824",$2.03,N Arlington Blvd,San Pablo,94806,37.9559868,-122.3218325,"$2,400,190.25"
"5225 McBryde Ave, Richmond, CA 94805","$2,650.00",3,1,821,$3.23,McBryde Ave,Richmond,94805,37.9485805,-122.3274231,"$1,719,055.18"
"1271 Parkway Dr, El Sobrante, CA 94803","$3,700.00",3,2,"1,539",$2.40,Parkway Dr,El Sobrante,94803,37.9801722,-122.3147188,"$2,400,190.25"
"719 Golden Gate Ave, Richmond, CA 94801","$6,450.00",4,3,"2,443",$2.64,Golden Gate Ave,Richmond,94801,37.9295834,-122.39333,"$4,184,115.43"
"430 S 38th St, Richmond, CA 94804","$3,774.00",3,2,"1,228",$3.07,S 38th St,Richmond,94804,37.9258513,-122.333166,"$2,448,194.05"
"4001 Mozart Dr, El Sobrante, CA 94803","$3,800.00",3,2,"1,357",$2.80,Mozart Dr,El Sobrante,94803,37.9670204,-122.3177928,"$2,465,060.25"
"719 Golden Gate Ave Unit A, Richmond, CA 94801","$3,895.00",3,2,"1,480",$2.63,Golden Gate Ave Unit A,Richmond,94801,37.9295834,-122.39333,"$2,526,686.76"
"2808 Macdonald Ave, Richmond, CA 94804","$2,150.00",1,1,700,$3.07,Macdonald Ave,Richmond,94804,37.9346956,-122.3417469,"$1,394,705.14"
"31 Haviland Ct, San Pablo, CA 94806","$3,400.00",4,2,"1,447",$2.35,Haviland Ct,San Pablo,94806,37.9695262,-122.3539079,"$2,205,580.23"
"1715 Livingston Ln, Richmond, CA 94801","$3,000.00",3,2,"1,334",$2.25,Livingston Ln,Richmond,94801,37.9353483,-122.3529965,"$1,946,100.20"
"719 Golden Gate Ave Unit B, Richmond, CA 94801","$2,595.00",1,1,850,$3.05,Golden Gate Ave Unit B,Richmond,94801,37.9295834,-122.39333,"$1,683,376.67"
"1425 Carlson Blvd, Richmond, CA 94804","$3,100.00",3,1,900,$3.44,Carlson Blvd,Richmond,94804,37.9120384,-122.3199304,"$2,010,970.21"
"693 Humboldt St, Richmond, CA 94805","$2,500.00",2,1,800,$3.13,Humboldt St,Richmond,94805,37.9412462,-122.3235385,"$1,621,750.17"
"425 S 9th St, Richmond, CA 94804","$2,000.00",2,1,739,$2.71,S 9th St,Richmond,94804,37.9260605,-122.3613386,"$1,297,400.13"
"4816 Meadowbrook Dr, El Sobrante, CA 94803","$3,800.00",4,2,"1,324",$2.87,Meadowbrook Dr,El Sobrante,94803,37.9719311,-122.2855295,"$2,465,060.25"
"644 Humboldt St, Richmond, CA 94805","$4,250.00",4,2,"1,648",$2.58,Humboldt St,Richmond,94805,37.9395242,-122.3223329,"$2,756,975.28"
"4179 Markovich Ct, San Pablo, CA 94806","$6,800.00",4,3,"2,541",$2.68,Markovich Ct,San Pablo,94806,37.990298,-122.352569,"$4,411,160.45"
"4584 Santa Rita Rd, El Sobrante, CA 94803","$3,425.00",3,2,"1,297",$2.64,Santa Rita Rd,El Sobrante,94803,37.9702896,-122.2929064,"$2,221,797.73"
"1683 San Benito St, Richmond, CA 94804","$2,295.00",1,1,750,$3.06,San Benito St,Richmond,94804,37.912011,-122.3103719,"$1,488,766.65"
"185 Lakeshore Ct, Richmond, CA 94804","$2,600.00",1,1,779,$3.34,Lakeshore Ct,Richmond,94804,37.9095318,-122.3451184,"$1,686,620.17"
"9 S 45th St, Richmond, CA 94804","$2,950.00",2,1,750,$3.93,S 45th St,Richmond,94804,37.9309472,-122.3275142,"$1,913,665.20"
"2131 Stanton Ave, San Pablo, CA 94806","$2,400.00",2,1,950,$2.53,Stanton Ave,San Pablo,94806,37.9814238,-122.339694,"$1,556,880.16"
"1007 King Dr Unit Private bottom floor, El Cerrito, CA 94530","$2,400.00",1,1,750,$3.20,King Dr Unit Private bottom floor,El Cerrito,94530,37.9161326,-122.310765,"$1,556,880.16"
"3911 Selmi Grv, San Pablo, CA 94806","$4,500.00",4,3,"2,010",$2.24,Selmi Grv,San Pablo,94806,37.988517,-122.340267,"$2,919,150.30"
"5161 Waggle Ct, San Pablo, CA 94806","$3,100.00",2,2,"1,146",$2.71,Waggle Ct,San Pablo,94806,37.9955039,-122.3476501,"$2,010,970.21"
"5020 Match Ct, San Pablo, CA 94806","$3,850.00",3,4,"1,597",$2.41,Match Ct,San Pablo,94806,37.9950633,-122.3492273,"$2,497,495.26"
"Avila St, El Cerrito, CA 94530","$1,650.00",1,1,750,$2.20,St,El Cerrito,94530,37.9028513,-122.3052978,"$1,070,355.11"
"69 Shoreline Ct, Richmond, CA 94804","$2,100.00",1,1,549,$3.83,Shoreline Ct,Richmond,94804,37.911161,-122.343312,"$1,362,270.14"
"199 Lakeshore Ct, Richmond, CA 94804","$2,500.00",1,1,779,$3.21,Lakeshore Ct,Richmond,94804,37.909187,-122.34474,"$1,621,750.17"
"410 S 34th St Unit C, Richmond, CA 94804","$2,300.00",2,1,803,$2.86,S 34th St Unit C,Richmond,94804,37.9259867,-122.3367641,"$1,492,010.15"
"2371 Northshore Dr, Richmond, CA 94804","$3,250.00",2,3,"1,275",$2.55,Northshore Dr,Richmond,94804,37.9155488,-122.3539874,"$2,108,275.22"
